Track Name,Artist,Track URL,Duration (s),Danceability,Acousticness,Energy,Liveness,Loudness (dB),Speechiness,Tempo (BPM),Popularity,Release Date,Lyrics,Language
[Hook 1]
Meet my, meet my boyfriend
My smart and sexy boyfriend
[Chorus 2: Vijay]
Google Google panniparthaen ulagathula
Iva pola inga innoruthi poranthathilla
Yahoo Yahoo panniparthum ivalapola
Entha grahathillum inoruthi kedaikavilla
Iva dating kaaga dinner pona starter naanthane
Shopping poga kootti pona trolley naanthane
Movie pona soga sceneil kerchief naanthane
Paakathaan ipadi aaluthaan appadi
[Hook 2: Vijay]
Meet my, meet my girlfriend
My hot and spicy girlfriend",et
En Nenjil,Yuvan Shankar Raja,https://open.spotify.com/track/6XeJ4zrJoEGr3jbgO6duJl,305.333,0.681,0.633,0.658,0.16,-8.856,0.0444,144.857,51,2010-04-30,"Albums:
VIP
Roja
Maari
Songs
:
Mixed Composers
Manmadha Rasa by Dhina (2003)
Ra Ra by Vidyasagar (2005)
Ding Dong Kovil Mani by Vidyasagar (2005)
Ragasiyamanathu Kadhal by Sirpy (2006)
Kangal Irandal by James Vasanthan (2008)
Nee Korinaal by Sharreth (2011)
Alungurae Kulungarae by Sabesh-Murali (2015)
Na Konjam Karuppu Thaan by Hiphop Tamizha (2016)
Pona Usuru by Srikanth Deva (2016)
Ore Oru Vaanam by Srikanth Deva (2016) 
Hey Chinna Chinna by Srikanth Deva (2016)
Karisa Kattu by Srikanth Deva (2016) 
Nillayo by Santhosh Narayanan (2017)
Othaiyadi Pathayila by Dhibu Ninan Thomas (2018) 
Paisa Note by Hiphop Tamizha (2019) 
Anirudh Ravichander
Local Boys (2013)
Aathi (2014)
Antarctica (2014)
Kaththi Theme...the Sword of Destiny (2014)
Bad Eyes....Villain Theme (2014)
Maari Thara Local (2015)
Don'u Don'u (2015)
Iraiva (2017) 
A.R. Rah
m
an
Chinna Chinna Aasai (1992)
Rukkumani Rukkumani (1992)
Pudhu Vellai Mazhai (1992)
Mukkabla Mukkabla (1994)
Urvashi Urvashi (1994)
Uyire Uyire (1995)
Poovukkul (1998)
Poongatrile Un Swasathai (1998) 
Marghazhi Thingal Allava (1999) 
Enna Solla Pogirai (2000)
Kadhal Sadugudu (2000)
'Pachchai Nirame (2000)
Yaro Yarodi (2000)
Kannathil Muthamittal (Female Version) (2002)
Yakkai Thiri (2004)
Unmai Sonnal (2004)
Mayilirage (2005)
Munbe Vaa (2006)
Oru Maalai (2008)
Maacho (2017)
Thenmerku Paruva Katru
Ilaiyarajaa
Aagaya Gangai (1979)
Aayiram Malargale (1979)
Poonthalir Aadai (1981)
Poththi Vachcha Malliga Mottu (1983)
Varuthu Varuthu (1983)
Chinna Chinna Vanna Kuyil (1986)
Chinnamani Kuyile (1986)
Raaja Raajathi (1988)
Unnal Mudiyum Thambi (1988) 
Kalyana Malai (1989) 
Nee Pathi Naan Pathi (1990) 
Manil Intha (1990) 
Anjali Anjali (1990)
Kadhalan Anbodu (1991)
Inji Idhupazhagi (1992)
Sempoove Poove (1996)
Ennai Thalatta Varuvala (1997) 
Ilangaathu Veesudhey (2003)
Yuvan Shankar Raja
Chudithar Aninthu (1999) 
Sha La La w/ Vidyasagar (2004)
Ayaiyo (2007)
Chinnan Sirisu (2009)
En Nenjil Oru Poo (2010)
Rowdy Baby (2018)
Deva
Uthattore Sivappe (1996)
Aval Varuvaala (1997)
Harris Jayaraj
Aagaya Suriyan (2002)
Lesa Lesa (2003) 
Ennai Konjam (2003)
Uyirin Uyire (2003)
Idhu Dhaana (2003)
Kummiyadi (2004) 
Yethi Yethi (2008)
Adiyae Kolluthey (2008)
Ennamo Yeadho (2011)
Vennilave (2012)
Jagadish Theme (2012)
Poi Varava (2012)
G.V. Prakash Kumar
Otha Sollaala (2011)
A Love Blossoms (2011)
Oru Paadhi Kadhavu (2012)
Vaangana Vanakanganna (2013)
Kangalilae (2016)
Chalmaar (2016)
Dub Theri Step (2016)
Eena Meena Teeka (2016)
D. Imman
Sollitaley Aval Kadhala (2012)
Ayayayoo Aananthamey (2012) 
Koodamela Koodavechi (2013)
Kandaangi Kandaangi (2014)
Jilla Theme (2014)
Ennama Ippidu Panringalaema (2016)
Rajinimurugan (2016)
Pona Usuru (2016)
Adadaa Ithuyenna (2016)
Lala Kadai Santhi (2017)
Kulebaa Vaa (2017)
Vijay Antony
Ussumu Laresay (2010)
Kan Irandil (2010)
Idicha Pachirisi (2010)
Nenjorathil (2016)
Non-Tamil Songs:
Barso Re
Nainowale Ne
Psycho Saiyaan
Vachinde
Kala Chasma
Lovely
Chum Chum
->",en
Yenggugiren,Gowri Arumugam,https://open.spotify.com/track/0qaeVVRbD58BWgOgcCIQ1s,297.195,0.593,0.336,0.46,0.112,-5.523,0.0323,209.886,38,2010-01-04,Lyrics not found,en
Azhagaai Pookkuthey,Vijay Antony,https://open.spotify.com/track/4co1QFnOx9cpKRp3Ru6eJF,296.813,0.618,0.695,0.522,0.0944,-7.94,0.0461,149.825,53,2009-07-13,"Azhaghai Pookuthey, Sugamai Thakkuthey
Adada Kaathalai Sollamal Kollamal Ullangal Pandaduthey
Azhaghai Pookuthey, Sugamai Thakkuthey
Adada Kaathalai Sollamal Kollamal Ullangal Pandaduthey
Asaiyai Pesida Vartai Moathum
Arugilae Parthathum Mounam Paesum
Kaathalan Kai Chirai Kannum Naeram
Meendum Oar Karuvarai Kondathalae Kanai Neram
Azhaghai Pookuthey, Sugamai Thakkuthey
Adada Kaathalai Sollamal Kollamal Ullangal Pandaduthey
Kadavulin Kanavil Iruvarum Irupomae Oh Oh
Kavithaiyin Vadivin Vaazhnthiden Inaipomae Oh Oh
Iruvarum Nadanthal Oru Nidal Parpomae Oh Oh
Oru Nilal Athile Iruvarum Therivomae Oh Oh
Sila Naeram Sirikiraen Sila Naeram Azhughiraen
Unnaale..
Azhaghai Pookuthey, Sugamai Thakkuthey
Adada Kaathalai Sollamal Kollamal Ullangal Pandaduthey
Oru Murai Ninaithaen Uyir Varai Izhuthayae Oh Oh
Marumurai Ninaithaen Manathinil Vadaithayae Oh Oh
Širu Thuli Vizhunthu Ninaikudam Aanayae Oh Oh
Araikanam Thiruvil Varaivida Šeidayae Oh Oh
Nee Èllam Nødi Muthal Uyir Èllam Jedathai Pøal
Aavaene..",id
Kannai Vittu,Harris Jayaraj,https://open.spotify.com/track/6cxo3Hsiy17OYbRaIoZeCG,364.786,0.679,0.454,0.643,0.103,-4.881,0.0448,92.939,53,2016-08-02,Lyrics not found,en
Nee Illai Endraal,Haricharan,https://open.spotify.com/track/7rosUtXPiNzVdZwR2Ob0Iw,263.42,0.638,0.286,0.562,0.13,-10.346,0.0271,113.95,40,2017-03-08,"(Chorus)
Ivan perai sonnadhum perumai sonnadhum
Kaadalum Kadalum Kaithattum
Ivan ulagam thandiya uyaram kondathu
Nilavum Nilavum thalai muutum
Adi Azhage, unadhazhage
Intha Endhiran enbavan padaipin mucham
(Male)
Arima Arima, Naanum
Ayiram Arima, unpol
Ponmaan kidaithal,amma
Summa viduma?
Rajathi, Boologathil
Aasai thee ponguthade
Naan Atlantici utri parthean
Agni Adayalaye
Un pachai theanai ootru
En ichai theeyai atru
Adi kachai kaniye
Pandhira rathu kattilli ilai podu
(Arima Arima..)(till summa viduma)
Chick endra narambu
Semitha irumbil
Sattendru Mogam pogitaen
(Female)
Ratchasam vendam
Rasigan vendum
Penullam unnai kenjitaen
Penullam unnai kenjitaen",id
Kadhal Vandhum,Srikanth Deva,https://open.spotify.com/track/1S1UQrF9CJfkyZFcawl3ak,291.269,0.503,0.5,0.733,0.13,-5.492,0.0367,81.039,0,2006,"Ore Oru Vanam
Ore Oru Boomi
Ore Oru Vazhkai Athu Neethan
Ore Oru Vanam
Ore Oru Boomi
Ore Oru Vazhkai Athu Neethan
Ada Poda Karupazhaga
Velanthi Siripazhaga
Ayiram Thalaimuraikku Poopen Unakku Azhaga
Ore Oru Vanam
Ore Oru Boomi
Ore Oru Vazhkai Athu Neethan
Ore Oru Vanam
Ore Oru Boomi
Ore Oru Vazhkai Athu Neethan
Thoondilla Puluvaga Thuli Thuliyai Thudichanada
Varamaga Vanthu Ennil Serthai Yada
Kai Virala Puduchikittu Kalangala Kadanthiduva
Kadavulai Vanangave Na Marantheduvea
Vali Illama Kayama Kayama
Vayasu Pen Manasu Mayama Mayama
Unna Kai Seravae Masama Varushama",id
Mirutha Mirutha,D. Imman,https://open.spotify.com/track/0UEzgRq4FXynIWKhTAyLiE,247.488,0.538,0.576,0.579,0.147,-4.978,0.0291,115.041,43,2016-01-09,"THE BATMAN
					Revised First Draft Screenplay
							    by
						   Tom Mankiewicz
											   June 20, 1983
FADE IN:
SUPERIMPOSED ON A BLACK SCREEN:
WAYNE MANOR, NEAR GOTHAM CITY - 1960
EXT. WAYNE MANOR - SUNSET
A beautiful, sprawling suburban estate at sunset.  Classic wrought-iron
gates protect a winding driveway which snakes its way up through a
neatly manicured lawn.
INT. WAYNE LIVING ROOM - NIGHT
ALFRED PENNYWORTH, the Wayne family butler, fluffs up a cushion in the
large, elegant living room.  A kind-looking man in his late forties
with dark moustache and hair, he epitomizes the proper British moor
domo, dressed in a morning coat and striped vest.",en
Aaruyire,G. V. Prakash,https://open.spotify.com/track/1kEBn42BGm8y3nQUjQvUve,370.613,0.537,0.619,0.393,0.0873,-14.671,0.0406,96.95,50,2010-04-04,"Pookal Pookum Tharunam Aaruyirae, Paarthathaarum Illaiyae
Ularum Kaalai Pozhuthai Mulumathiyum Pirinthu Povathillaiyae
Netruvarai Naeram Poga Villaiyae, Unathu Arugae Naeram Poathavillaiyae
Ethuvum Paesavillaiyae, Indru Aeno Ethuvum Thoandravillaiyae.. Ithu Ethuvo?
Iravum Vidiyavillaiyae, Athu Vidinthaal Pagalum Mudiyavillaiyae..
Poonthalirae..! Oh…!
Vaarthai Thevaillai, Vaazhum Kaalam Varai, Paavai Paarvai Mozhi Paesumae!
Naetru Thevaillai, Naalai Thevaillai, Indru Intha Nodi Pothumae!
Vaerindri Vithaindri Vinthoovum Mazhaiendru Ithu Enna Ivan Thoattam Pookuthuthey?
Vaalindri Porindri Valikindra Yuthamindri Ithu Enna Ivanukkul Ennai Velluthey?
Ithayam Muluka Irukum Intha Thayakam, Engu Kondu Niruthum..
Ithai Ariya Engu Kidaikum Vilakam, Athu Kidaithaal Solla Vendum Enakum Munthalirae..!
Oh Where Wøuld I Be Withøut This Jøy Inside Of Me?
It Makes Me Want Tø Cøme Alive; It Makes Me Want Tø Fly Intø The Šky!
Oh Where Wøuld I Be If I Didn’t Have Yøu Next Tø Me?
Oh Where Wøuld I Be? Oh Where, Oh Where?
Èntha Megam Ithu.. Ènthan Vaasal Vantha.. Èngum Èera Mazhai Thøøvuthae..!
Èntha Uravu Ithu.. Èthuvum Puriyavillai Èndrapøthum Ithu Neeluthae..!
Yaarendru Ariyaamal, Paerkøøda Theriyaamal, Ivalødu Oru Šøntham Uruvaanaathey..!
Yaenendru Kaetkaamal, Thaduthaalum Nirkaamal Ivan Pøgum Valiyengum Manam Pøguthae..!
Paathai Mudintha Piragum, Intha Ulagil Payanam Mudivathillaiyae..
Kaatril Paranthae Paravai Marainthu Piragae, Ilai Thødangum Nadanam Mudivathillaiyae..!
Ithu Èthuvø..!
Pøøkal Pøøkum Tharunam Aathavane Paarthathaarum Illaiyae
Ularum Kaalai Pøzhuthai Mulumathiyum Pirinthu Pøvathillaiyae
Netruvarai Naeram Pøga Villaiyae, Unathu Arugae Naeram Pøathavillaiyae
Èthuvum Paesavillaiyae, Indru Aenø Èthuvum Thøandravillaiyae.. Ènna Puthamai?
Iravum Vidiyavillaiyae, Athu Vidinthaal Pagalum Mudiyavillaiyae
Ithu Èthuvø..",et
Sollamaley,Dhilip Varman,https://open.spotify.com/track/1YYNWvieVPM34Cq56O3r3z,317.76,0.317,0.269,0.477,0.104,-10.023,0.0497,171.866,42,2011-05-17,Lyrics not found,en
Orey Oru,Devi Sri Prasad,https://open.spotify.com/track/4Ix1fdBxtBxJIaAurnWyc0,237.64,0.724,0.0277,0.851,0.387,-3.129,0.0529,148.093,47,2011-06-10,"[Letra de ""Nu Bai"" ft. Dida Sox, Dome, Zé Rui, Kosmikilla, Chullage, Manonori, Jamaica & 1ºG]
[Verso 1: Dida Sox]
Kabu Verdi, nu bai, gósi nu sta na Portugal, nu bai
Ti ki sol ben sai, Chullage, Chullage ku Dida Sox
Dja panha carta ás, ku nós nhos ka ta djuga más
Keli é pa kes suckers ki ta da pa bom
Si n'falta, bu ten razon pa nu troca boca
Só ki mi é rapazinho respetado, ben kriado
Bu raiva podi ponta pa mi sima un spada
Ma nha palavra ta rabenta sima granada
Profissionalmente diferente
Di un manera claramenti impressionanti
N'sabe ma muto alguém krê vivi ben
N'ata passa, ta odja muto alguém ta bai muto alguém ta ben
Vida pa mi ta kori, n'ten ou n'ka ten
Cada passo ki n'ta da, bu podi konta, nu ka ta massa coca
Si é na paredi ki n'mija, ta parci ma disco risca
Di vez en quando ta da pa conta ku alegria
DJ pô disco novo, n'grava na el, transforma na ouro
Tenta más un bocadinho, komprendi
Si é Dios ki fazi mundu, nós ki ta fazi futuro
Nasi sima arvori, kria sima fruto, sem maldadi
Ku algum agressividadi di nha pari
Si n'odja kuza ka sta dreto n'ta mexi pa tenta compu
Gósi podi ser bu vez di dan un soco
Mas aguenta kanela ki ta conta é resistência
Ken ki sta alerta, atento, dja pega, dja leba sima vento
Dja pega, dja leba sima vento
Fidju femia di pai, fidjo macho di mai
Enton nu ba ta bai ti ki sol ben sai",pt
Nanbane,Yuvan Shankar Raja,https://open.spotify.com/track/0uVrPeEM1Q02sbGA3zJ3CC,302.6,0.451,0.82,0.306,0.207,-6.325,0.0403,102.659,54,2011-08-10,"என் நண்பனே என்னை ஏய்த்தாய்.. ஒ..
என் பாவமாய் வந்து வாய்த்தாய்..
உன் போலவே நல்ல நடிகன்.. ஒ..
ஊரெங்கிலும் இல்லை ஒருவன்..
நல்லவர்கள் யாரோ.. தீயவர்கள் யாரோ..
கண்டுகொண்டு கன்னி யாரும் காதல் செய்வதில்லையே..
கங்கை நதியல்ல கானல் நதியென்று
பிற்பாடு ஞானம் வந்து லாபம் என்னவோ..?
காதல் என்பது கனவு மாளிகை..
புரிந்துகொள்ளடி.. என் தோழியே..!!
உண்மைக் காதலை நான் தேடிப்பார்கிறேன்..
காணவில்லையே என் தோழியே..!!
வளைக்கையை பிடித்து வளைக்கையில் விழுந்தேன்..
வலக்கரம் பிடித்து வலம் வர நினைத்தேன்..
உறவெனும் கவிதை உயிரினில் வரைந்தேன்..
எழுதிய கவிதை என் முதல்வரி முதல் முழுவதும் பிழை
விழிகளின் வழி விழுந்தது மழை எல்லாம் உன்னால்தான்..
இதுவா உந்தன் நியாயங்கள்..? எனக்கேன் இந்த காயங்கள்..?
கிழித்தாய் ஒரு காதல் ஓவியம்.. ஒ..
முருகன் முகம் ஆறுதான்..
மனிதன் முகம் நூறுதான்..
ஒவ்வொன்றும் வேறு வேறு நிறமோ..
ஏன் நண்பனே.. என்னை ஏய்த்தாய்??",ta
Kaiveesum,Uthara Unnikrishnan,https://open.spotify.com/track/2moQ16Jfirklpcqs28t0eS,257.142,0.553,0.775,0.381,0.173,-6.173,0.0254,94.509,40,2015-08-25,Lyrics not found,en
Kaathal Kaathal,Karthik,https://open.spotify.com/track/1YtaPoianAg21MRuuFHklN,201.266,0.285,0.755,0.477,0.194,-8.46,0.0405,78.225,39,2003-06-20,"[பாடல் வரிகள்  ""Kathal Endral"" ft. Roshini Balachandran]
[Intro]
Malargal thedi vanthe
Arunthum theni vandu pol
Un paarvaai theenda
Manikku koodi murai
Alaiyume vizhiyum thaan
Unnai naanum theda
[Pre-Chorus]
Paravayaai aanen
Ilaguvaai mella
Vaeru ulagangal paarkindreane
Alaigalaai vanthu vanthu
Kuviyuthe kathal indru
Kaalam ellam satru nindru ponathey
[Chorus]
Heyyy!
Kathal endral
Ithuthaana endren",et
Negizhiyinil,Haricharan,https://open.spotify.com/track/4ecnx0tfjHSWKrzp9SSYH7,279.586,0.563,0.596,0.374,0.123,-11.653,0.0591,77.843,20,2013-12-10,Lyrics not found,en
Enna Nadanthalum,Hiphop Tamizha,https://open.spotify.com/track/7yk8CT3m3KI8u6DEWc3dFk,245.064,0.733,0.263,0.752,0.157,-3.472,0.034,87.996,63,2017-07-28,"Enna nadanthalum
Pennae unna vida mata
Nee enna maranthaalum
En manasula neethan ninaivu irupa
Adi enna nadanthalum
Pennae unna vida mata
Nee enna maranthaalum
En manasula neethan ninaivu irupa
Manasukkul ulla kaadhala
Pooti veika mudiyala di
Irunthaalum manasuku thaan
Veliya solla vazhi illa di
Adi enna nadanthalum
Pennae unna vida mata
Nee enna maranthaalum
En manasula neethan ninaivu irupa
Oru naal nee ennai sandhithaal
Adi pennae neeyum sindhippaai
Ennai yeno pirindhu sendru
Un vaazhvai neeyae dhandithaai
Sari paadhi sari paadhi
Neethan en sari paadhi
Uyir naadi uyir naadi
Ena naanum unai naadi
Vantha pothu enna
Thalli enga pora nee
Nee thalli ponathaala
Naanum yengi poren di",et
Sakkarakatti,Hiphop Tamizha,https://open.spotify.com/track/1PaxAUxLEVpi75l0nDtwu1,189.358,0.607,0.305,0.782,0.062,-4.179,0.0856,64.935,64,2017-07-28,"[intro: Hip Hop tamizha]
Adiyae Sakkarakatti
Nenjukula Stickera otti
enatha enga kooti poriyo nee
adiyae
aahaan
adiyae
venam
Adiyae Sakkarakatti
Nenjukula Stickera otti
enatha enga kooti poriyo nee
neetha yen vellakatti
vaadi en chellakutti
unathan unathan theduren naan
naanum thedipaarthen
ulagam thandi paarthen
unaai pol azhagiyathan paarthadiladi
kavitha paadi paarthen
kathakali aadi paarthen
adiyae enna konjam paathu selladi
va yen anjala
na unna kenjuraen
ne ena konjatha vaadi pulla
va yen anjala
na unna kenjuraen
kadhal konjama
thadi pulla
va yen anjala
na unna kenjuraen
ne ena konjatha vaadi pulla
va yen anjala
na unna kenjuraen
kadhal konjama
thadi pulla
naa sirika nee morachi
ena paakum pothu
pennae yen manasukul
eppadi irukum
puyalonju mazha penju
veyil adikumpothu
veesidumae kaathu
adi athupol irukum
thonavilla
thonavilla
ena pathi enakaethan thonavilla
kaanavilla
kaanavilla
yen manadu enkita ila ila
naanum thedipaarthen
ulagam thandi paarthen
unaai pol azhagiyathan paarthadiladi
kavitha paadi paarthen
kathakali aadi paarthen
adiyae enna konjam paathu selladi
va yen anjala
na unna kenjuraen
ne ena konjatha vaadi pulla
va yen anjala
na unna kenjuraen
kadhal konjama
thadi pulla
va yen anjala
na unna kenjuraen
ne ena konjatha vaadi pulla
va yen anjala
na unna kenjuraen
kadhal konjama
thadi pulla",fi
Machi Engalukku Ellam,Hiphop Tamizha,https://open.spotify.com/track/5An5GnSwpugx22qOc3gGUa,149.482,0.582,0.0981,0.975,0.081,-2.455,0.185,192.041,52,2017-07-28,"மச்சி எங்களுக்கு எல்லாம் ஒரு லவ்வு தான்
பிரச்சநனு வந்துப்புட்டா அவ்வளவு தான்
மச்சி எங்களுக்கு எல்லாம் ஒரு லவ்வு தான்
பிரச்சநனு வந்துப்புட்டா அவ்வளவு தான்
எங்க ஒரு லவ்வு தான் இனி அவ்வளவு தான்
எங்க ஒரு லவ்வு தான் இனி அவ்வளவு தான்
மச்சி எங்களுக்கு எல்லாம் ஒரு லவ்வு தான்
பிரச்சநனு வந்துப்புட்டா அவ்வளவு தான்
மச்சி எங்களுக்கு எல்லாம் ஒரு லவ்வு தான்
பிரச்சநனு வந்துப்புட்டா அவ்வளவு தான்
சின்ன பசங்க நாங்க
ரொம்ப நல்ல பசங்க தாங்க
ஆனா பிரச்சநனு வந்தா
கொஞ்சம் கெட்ட பசங்க தாங்க
சின்ன பசங்க நாங்க
ரொம்ப நல்ல பசங்க தாங்க
ஆனா பிரச்சநனு வந்தா
கொஞ்சம் கெட்ட பசங்க தாங்க",ta
Vaadi Ne Va,Hiphop Tamizha,https://open.spotify.com/track/2mE6gj9epD1QLaTjRRbLtZ,185.046,0.632,0.103,0.85,0.225,-3.535,0.0761,91.992,50,2017-07-28,"அய்யோ அய்யய்யயோ
அவ என்னப் பாத்தாடா
அய்யோ அய்யய்யயோ
பட்டுன்னு சிரிச்சாடா
அய்யோ அய்யய்யயோ
சட்டுன்னு மொரைச்சாடா
அய்யோ அய்யய்யயோ
அவ என்ன கட்டி புடிச்சாடா
வாடி நீ வாடி நீ வாடி நீ வா
என்னத்தேடி நீ தேடி நீ ஓடி நீ வா
அடி வாடி நீ வாடி நீ வாடி நீ வா
என்ன தேடி நீ ஓடி நீ வாடி நீ வா
Dairy milk’ah dairy’ல வச்சு தூரத்தில் நின்னேனா
அத வாயில போட்டு cover’ah மட்டும் மூஞ்சில எரிஞ்சாடா
தேவையில்ல என்று சொல்லி தள்ளிப்போனேனா
ஒரு தேவதையா தெருவில் வந்து எதிரில் நின்னாடா
ஒரு PT hour’ல சீட்டி அடிச்சி மாட்டிக்கிட்டோன்டா
அந்த PT sir என்ன பக்குன்னு குத்திட வக்குன்னு சிரிச்சாடா
அடியே cutie naughty sweetie எல்லாம் நீதான்டி
வாடி நீ வாடி நீ வாடி நீ வா
என்னத்தேடி நீ தேடி நீ ஓடி நீ வா",ta
Kerala Song,Hiphop Tamizha,https://open.spotify.com/track/1vJ1p02lecwnFnYgyzXAh2,237.551,0.524,0.163,0.947,0.451,-2.6,0.258,190.013,52,2019-04-03,"ஹே எங்க ஸ்டேட்டு கேரளா ஆனோ
எங்க சிஎம் விஜயன் ஆனோ
எங்க டான்சு கதக்களி ஆனோ
எனக்கு நீ வேணும் அடியே
ஹே எங்க ஸ்டேட்டு கேரளா ஆனோ
எங்க சிஎம் விஜயன் ஆனோ
எங்க டான்சு கதக்களி ஆனோ
எனக்கு நீ வேணும் கிளியே
எனக்கு நீ வேணும்
தத்தத் தரிகிட தித்தித் தரிகிட
தோம் தோம் தரிகிட நம் நம் தரிகிட
தரிகிட தரிகிட தரிகிட தரிகிட
தத்தத் தரிகிட தித்தித் தரிகிட
தோம் தோம் தரிகிட
தரிகிட தரிகிட தரிகிட தரிகிட
தக்க தோம் தோம்
தரிக்க திக தா டேய்
தக்க தோம் தோம்
தரிக்க திக தா
கேரளத்து புட்டு புட்டு
நம்ம காம்போ ஹிட்டு ஹிட்டு
அவ மாற்ற செட்டு செட்டு
போவேன் நான் செத்து
நீ இல்லாட்டி
போவேன் நான் செத்து",ta
Morattu Single,Hiphop Tamizha,https://open.spotify.com/track/6M8B0tsblkkeJKtyI9NQhR,186.711,0.596,0.549,0.953,0.366,-2.842,0.161,160.009,55,2019-04-03,"மலையாளி பெண்ணே கொலைகார கண்கள்
என் நெஞ்சை எந்தன் நெஞ்சை மயக்குவதேன்
கண்களில் கதகளி கேரளா பைங்கிளி
என் நெஞ்சை கொல்லையிட்டு கடத்துவதேன்
மொரட்டு சிங்களா இருந்தா என்னதான்
கண்ணால மெரட்டி மெரள வெச்சா
மொரட்டு சிங்களா இருந்தா என்னதான்
கண்ணால மெரட்டி மெரள வெச்சா
சாலை ஓரம் உள்ள
சின்ன குழந்தைகள் இடம்
சும்மா கொஞ்சுவது போல்
நடிக்கும் அழகி அல்ல
பைத்தியம் போல் நடிச்சதா
குயூட்னு நினைச்சி
இன்டர்நெட்டில் கடுபேத்தும்
குமரி அல்ல
அவ சிரிப்புல திமிரு ஒன்னு
இருக்குது இருக்குது
அவ பக்கம் என்ன கட்டி
இழுக்குது இழுக்குது
ஏய் ஐ லைக் ஹேர் கண்கள்
நெஞ்சுக்குள்ள காதல்
என்னத்த நான் சொல்ல
அவ என்ன மெல்ல கொல்ல",ta
Vengamavan,Hiphop Tamizha,https://open.spotify.com/track/2aH8bZkSxnK1NIFQLEpDiJ,217.715,0.559,0.142,0.986,0.135,-2.666,0.239,149.975,58,2019-04-03,"Vengamavan avan
Othaiyala nikka
Mothama varangalae
Nendhu utta
Aattukuttiya
Vetta porangalae
Kya re enna setting ah
Illa bayathula odambellam sweating ah
Un aalu munnaala nothing ah
Aavapora machaan saavaporada
Pack your bags and leave home
Man I got you dethroned
I got enemies all around me
But man I’m in the safe zone
Cos I got friends who hold mu back
NoI ain’t going back
Haters wanna slow my track
But man I’m heading my pack
We a tribe
We a tribe
We going to take you by surprise
We going make you fall in line
Step aside this my fight",en
Breakup Song,Hiphop Tamizha,https://open.spotify.com/track/1hnG8nDABfdb8qeQ7g4aKh,169.193,0.43,0.0866,0.959,0.0617,-2.721,0.415,151.911,46,2020-02-04,"Ennakku breakup
Adhula en thappu
Edhuvum illainale
Enna villanale
Enakku shock atchu
Adhula heart vedchu
Karugi poyichi podaang goyala
Enna poga sonale
Poyi saaga sonale
Naan sogathula padurendi
Saami munnale
Enna poga sonnalum
Nandukittu saaga sonnalum
Lavala illa pullainga irukku
Endhan pinnale
Valikutha valikutha nenjukulla
Ava single status maathi potutale
Sogama irukuthe thanga mudila
Ava wallpaper la en moonji thookitale
Breakup enakku breakup
Breakup enakku breakup",et
Dhom Dhom,Hiphop Tamizha,https://open.spotify.com/track/6TWNZSMXONOgYE4XPKbLE4,181.962,0.651,0.278,0.941,0.163,-3.542,0.147,89.99,44,2020-02-04,"[Zwrotka 1: Oliver Olson]
Siedem miesięcy nie pijam, zło płynie w żyłach, zimna Arktyka jak płynna morfina
Kiedy zasypiasz, obmyślam jak zatrzymać ciepło w Twoich źrenicach (co?)
Dzięki nim dźwigam talizman (ej), którym oddycham
Wybacz, prawda złudna jak miraż bywa, zanim zapytasz:
""Co znaczy być stabilnym jak krokwie?"" Dwa razy przeanalizuj rany, zanim dotkniesz
Bo bywam naiwny, a to zdrowo nierozsądne, na czym polega fenomen? Kiedy widzę ścianę, biorę rozpęd (ej)
Co jest rozmowy przedmiotem? Nie wkładam do głowy, co piszą brukowce
To koniec, bo w dłonie wychwyciłem ogień, jak krążek, to spowiedź
Wygodnie nie robić nic, zdradliwe ciało pragnie, byś grał support
Obrazuje sny, przekraczaj granice, a życie wypłaci Ci zadość
Zagrają bis, skryte obietnice jak bardzo zalewa nasz rząd
W drodzе na szczyt ból niech będzie normalką, na wprost, na wskroś, jebać każdą
[Refren: Oliver Olson]
Każą wybrać mi tą tablеtkę, nie wiem, którą obrać ze stron
Albo z prawej, albo po lewej, nie wiem, w której ręce masz broń
Wciąż odciski malują serce, puść to głośniej w osiedle
Mamy jeden interes - studio, muza, rodzina, dom
Każą wybrać mi tą tabletkę, nie wiem, którą obrać ze stron
Albo z prawej, albo po lewej, nie wiem, w której ręce masz broń
Wciąż odciski malują serce, puść to głośniej w osiedle
Mamy jeden interes - studio, muza, rodzina, dom
[Zwrotka 2: Paluch]
Kusiły łatwe pieniądze i dragi, i to że to wszystko możemy naprawić
Na bani nam życie zostawiło lagi, dlatego na drugie mi mówcie ""lunatyk""
Może to przez to, że żyję gdzieś pomiędzy snami i łowcy mnie tropią wciąż na tym Safari?
Za długo trwała już pora deszczowa, a muszę ognisko ocalić
Nie uciekałem, robiłem rozbieg, na to co trzeba nie ma tabletek
Chciałeś odpocząć, to najpierw pościel, nawet jak życie da materac z desek
Rozum za często się mylił (ej), serce mamrocze przez knebel (co?)
Chciałem odzyskać tą pewność, że można liczyć na Ciebie
Że mogę liczyć na siebie, w to nigdy nie wątpię (ziom), bo większość życia to problem (ta)
Bo większość życia samotnie, kluczowe decyzje sam muszę podnieść
Studio, muzyka i dom, i rodzina, fani, i ziomy to siła do życia
Droga do światła znajduje się w myślach, życie po zmroku zastawia nam sidła",pl
